,system_time_stamp,triggers,trigger_n,occ,device_time_stamp,left_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_y,left_pupil_diameter,trigger_indx,trial_id,change_indx,xL_zscore,xR_zscore,yL_zscore,yR_zscore
13093,420142612,,2,,860108014813.0,-25.898696899414062,-12.732009887695312,141.56814575195312,150.979248046875,-1.0,3,1,,-0.1746876074835216,-0.33646485128841364,1.5123204760632736,1.6766949930154185
13094,420150920,,2,,860108023121.0,-26.663986206054688,-12.5718994140625,141.66970825195312,151.5037841796875,-1.0,3,1,0.0,-0.20188755210050668,-0.33109880087559074,1.5174351593436466,1.7054081421953948
13095,420159253,,2,,860108031454.0,-27.503463745117188,-12.92742919921875,142.26974487304688,149.91656494140625,5.582916259765625,3,1,0.0,-0.23172429798414612,-0.343014265911212,1.5476529786521491,1.6185236362115358
13096,420167583,,2,,860108039785.0,-27.880264282226562,-16.153366088867188,137.1406707763672,159.64639282226562,-1.0,3,1,0.0,-0.24511655846928848,-0.45113049082562706,1.2893530202414902,2.1511351799399687
13097,420175918,,2,,860108048120.0,-29.706436157226562,-16.203521728515625,137.75010681152344,159.6010284423828,-1.0,3,1,0.0,-0.31002243580231825,-0.45281144076434326,1.320044193651662,2.1486519302159732
13098,420192583,,2,,860108064785.0,-28.648178100585938,-18.88079833984375,148.4698486328125,141.9582977294922,-1.0,3,1,0.0,-0.27240978359179896,-0.542539495022714,1.8598899463976446,1.1828874628852566
13099,420200915,,2,,860108073117.0,-29.051315307617188,-20.181716918945312,145.77877807617188,139.65438842773438,-1.0,3,1,0.0,-0.28673810310331843,-0.5861393577927553,1.7243677449713875,1.0567712864384495
13100,420209245,,2,,860108081448.0,-28.959976196289062,-20.164031982421875,142.46603393554688,139.63316345214844,5.527587890625,3,1,0.0,-0.2834917245796259,-0.5855466529010692,1.557538087684409,1.0556094296049219
13101,420217578,,2,,860108089781.0,-27.22930908203125,-19.076156616210938,142.43161010742188,148.8642578125,-1.0,3,1,0.0,-0.22198028145638418,-0.5490868640721157,1.5558045051302438,1.5609202611810529
13102,420225911,,2,,860108098114.0,-27.467498779296875,-17.538803100585938,143.88232421875,142.06578063964844,-1.0,3,1,0.0,-0.23044602966133568,-0.4975629613567116,1.628862407503771,1.1887710858438252
13103,420234269,,2,,860108106472.0,-27.375564575195312,-17.566268920898438,142.7354736328125,142.03489685058594,5.53204345703125,3,1,0.0,-0.22717850032534384,-0.4984834693852145,1.5711070596442689,1.1870805048006476
13104,420242576,,2,,860108114779.0,-27.276824951171875,-17.026901245117188,138.9219512939453,153.1544647216797,-1.0,3,1,0.0,-0.22366909246921052,-0.4804067372788136,1.3790582330996932,1.795766524937443
13105,420250935,,2,,860108123139.0,-28.289443969726562,-11.917648315429688,140.6385498046875,147.2108917236328,-1.0,3,1,0.0,-0.25965964007492454,-0.30917178824330177,1.465506062780988,1.4704148713917715
13106,420259238,,2,,860108131442.0,-28.408599853515625,-12.789688110351562,142.2263946533203,151.2373046875,5.5709991455078125,3,1,0.0,-0.26389468349148226,-0.3383979181482698,1.5454698633877952,1.6908210338267915
13107,420267597,,2,,860108139802.0,-29.620376586914062,-14.362289428710938,142.31185913085938,150.8408203125,-1.0,3,1,0.0,-0.3069637029467176,-0.3911031395002526,1.5497738509258616,1.669117447944417
13108,420275903,,2,,860108148108.0,-30.519149780273438,-15.391021728515625,135.99903869628906,149.84544372558594,-1.0,3,1,0.0,-0.33890793746100667,-0.4255807677078299,1.2318604761202527,1.6146304552618072
13109,420292605,,2,,860108164811.0,-27.4969482421875,-17.144775390625,139.8241729736328,149.4070281982422,-1.0,3,1,0.0,-0.23149272370589408,-0.4843572509011387,1.4244940794040657,1.5906315548010475
13110,420300941,,2,,860108173147.0,-26.35784912109375,-17.795318603515625,140.98892211914062,145.97885131835938,-1.0,3,1,0.0,-0.19100681499378394,-0.5061599949495798,1.4831507979798955,1.4029728826717685
13111,420309247,,2,,860108181453.0,-26.069869995117188,-17.471328735351562,143.57296752929688,148.36981201171875,5.597442626953125,3,1,0.0,-0.18077144882645213,-0.4953015799666894,1.6132832174757834,1.5338542591439353
13112,420317592,,2,,860108189798.0,-30.414596557617188,-16.073593139648438,138.31484985351562,147.44271850585938,-1.0,3,1,0.0,-0.33519190243856417,-0.44845692639617524,1.3484846297829556,1.483105087690683
13113,420325925,,2,,860108198131.0,-32.918975830078125,-13.886932373046875,134.56288146972656,146.9633026123047,-1.0,3,1,0.0,-0.4242026555221051,-0.3751717024936127,1.1595356578587264,1.4568618239576812
13114,420334256,,2,,860108206463.0,-32.97871398925781,-13.908432006835938,134.5604248046875,146.93370056152344,5.573272705078125,3,1,0.0,-0.4263258716798492,-0.37589225572259083,1.1594119403094265,1.4552414053688647
13115,420342577,,2,,860108214784.0,-25.689590454101562,-12.04583740234375,143.79071044921875,147.05865478515625,-1.0,3,1,0.0,-0.16725553743863658,-0.3134680037696646,1.624248741876463,1.4620814094017605
13116,420350909,,2,,860108223116.0,-23.657455444335938,-13.01702880859375,146.70730590820312,145.08285522460938,-1.0,3,1,0.0,-0.09502930973594405,-0.3460171676575282,1.7711283680148469,1.3539259860040873
13117,420367561,,2,,860108239768.0,-25.969009399414062,-16.248458862304688,143.25767517089844,156.29429626464844,-1.0,3,1,0.0,-0.1771866573059698,-0.4543174941776439,1.5974051074063198,1.9676411506374105
13118,420375918,,2,,860108248126.0,-23.686798095703125,-17.157791137695312,142.55531311035156,155.9477081298828,-1.0,3,1,0.0,-0.09607220748085896,-0.48479346942797924,1.5620341832182825,1.9486688888712371
13119,420392570,,2,,860108264778.0,-24.359222412109375,-16.035476684570312,139.31837463378906,147.845458984375,-1.0,3,1,0.0,-0.11997154072210191,-0.4471794658099528,1.3990220960239863,1.5051511331717249
13120,420400890,,2,,860108273098.0,-28.28857421875,-14.62689208984375,137.3042449951172,148.18702697753906,-1.0,3,1,0.0,-0.25962872734925624,-0.39997121156818,1.2975906111017066,1.5238485919916507
13121,420409223,,2,,860108281431.0,-28.248504638671875,-14.533660888671875,137.31295776367188,148.5693359375,5.6281890869140625,3,1,0.0,-0.25820457265443225,-0.39684659820476176,1.2980293857641305,1.5447762145394837
13122,420417553,,2,,860108289762.0,-25.57061767578125,-14.249252319335938,141.0782012939453,154.4819793701172,-1.0,3,1,0.0,-0.1630270019643248,-0.3873147375696139,1.4876468935137692,1.8684347812400361
13123,420425887,,2,,860108298096.0,-24.380233764648438,-14.784088134765625,140.03639221191406,153.50302124023438,-1.0,3,1,0.0,-0.12071832709482569,-0.4052395858513118,1.4351814314268165,1.8148465361870998
13124,420442566,,2,,860108314775.0,-25.141647338867188,-15.331878662109375,134.8406982421875,144.10313415527344,-1.0,3,1,0.0,-0.14778052026760466,-0.4235986070864536,1.1735264989773793,1.30029597758546
13125,420450886,,2,,860108323095.0,-25.970123291015625,-12.8756103515625,137.9368133544922,144.42494201660156,-1.0,3,1,0.0,-0.17722624728796604,-0.3412775740974365,1.3294467273984538,1.317911765233985
13126,420467562,,2,,860108339772.0,-26.832839965820312,-8.202407836914062,138.18759155273438,146.20594787597656,-1.0,3,1,0.0,-0.20788895950832176,-0.184656712801107,1.3420759070428245,1.415404166103395
13127,420475883,,2,,860108348093.0,-23.346176147460938,-11.876312255859375,135.38059997558594,150.71246337890625,-1.0,3,1,0.0,-0.08396580791781398,-0.3077864236604048,1.2007159278399757,1.6620911793005386
13128,420484212,,2,,860108356422.0,-23.313766479492188,-10.427276611328125,135.37083435058594,151.7204132080078,5.650543212890625,3,1,0.0,-0.08281390214027926,-0.2592224656499869,1.2002241313707092,1.7172664322497386
13129,420492559,,2,,860108364770.0,-21.8775634765625,-14.834304809570312,132.72216796875,143.98927307128906,-1.0,3,1,0.0,-0.03176831480558038,-0.40692258136342463,1.0668374024258458,1.2940632128897134
13130,420500876,,2,,860108373087.0,-24.311614990234375,-15.975982666015625,132.00514221191406,143.46511840820312,-1.0,3,1,0.0,-0.1182794757381526,-0.4451855431415456,1.0307280151019254,1.2653709453925825
13131,420517555,,2,,860108389767.0,-26.323623657226562,-13.908050537109375,134.05148315429688,143.0594024658203,-1.0,3,1,0.0,-0.18979037212231015,-0.37587947088886164,1.1337816599408017,1.2431620227853453
13132,420525888,,2,,860108398100.0,-30.272216796875,-16.201904296875,137.19406127929688,145.1691131591797,-1.0,3,1,0.0,-0.33013143501381065,-0.4527572330693314,1.292041763750809,1.3586477521291282
13133,420534222,,2,,860108406434.0,-27.3419189453125,-16.790863037109375,142.2568359375,145.41864013671875,5.616180419921875,3,1,0.0,-0.2259826659376489,-0.47249599356052924,1.5470028851943374,1.3723068785120742
13134,420542538,,2,,860108414751.0,-25.452774047851562,-16.571243286132812,142.29441833496094,145.7523956298828,-1.0,3,1,0.0,-0.15883859880052975,-0.46513550908594997,1.5488955331690308,1.3905766804673227
13135,420550871,,2,,860108423084.0,-23.386032104492188,-13.285842895507812,142.49188232421875,145.83612060546875,-1.0,3,1,0.0,-0.08538237001335103,-0.3550263842898261,1.558839811463999,1.395159792218269
13136,420559204,,2,,860108431417.0,-24.50079345703125,-13.29644775390625,137.744873046875,145.8502197265625,5.60845947265625,3,1,0.0,-0.1250032647352691,-0.355381802667498,1.3197806214814145,1.3959315792162414
13137,420567549,,2,,860108439762.0,-27.278457641601562,-12.23919677734375,137.86587524414062,146.1168975830078,-1.0,3,1,0.0,-0.22372712162090366,-0.31994838029032524,1.3258742871084215,1.4105295460599243
13138,420575881,,2,,860108448095.0,-25.493118286132812,-15.442626953125,138.0816650390625,150.0457305908203,-1.0,3,1,0.0,-0.1602725154087227,-0.42731030001471704,1.3367414522152479,1.6255941740230468
13139,420592546,,2,,860108464760.0,-25.140121459960938,-15.3265380859375,143.29833984375,149.4195556640625,-1.0,3,1,0.0,-0.147726287415555,-0.42341961941424466,1.5994529786416254,1.591317309265696
13140,420600880,,2,,860108473094.0,-25.982437133789062,-14.155426025390625,136.51748657226562,148.958251953125,-1.0,3,1,0.0,-0.17766390640400678,-0.38417017986557805,1.2579694896144291,1.5660655078342018
13141,420617530,,2,,860108489745.0,-24.375762939453125,-15.358627319335938,137.46559143066406,144.28221130371094,-1.0,3,1,0.0,-0.1205594248383202,-0.4244950796275456,1.3057160108923715,1.3100986747804855
13142,420625864,,2,,860108498079.0,-29.746688842773438,-16.609344482421875,139.1954803466797,143.03277587890625,-1.0,3,1,0.0,-0.31145309843938823,-0.4664124582788232,1.392833144831059,1.2417044813227243
13143,420642526,,2,,860108514741.0,-28.94683837890625,-14.7784423828125,141.06729125976562,144.41134643554688,-1.0,3,1,0.0,-0.2830247797234784,-0.40505037031211955,1.4870974646457602,1.3171675420573687
13144,420650861,,2,,860108523076.0,-24.67034912109375,-8.460098266601562,139.553466796875,153.81292724609375,-1.0,3,1,0.0,-0.131029619255027,-0.19329312368186113,1.4108613275895976,1.831810815330843
13145,420659191,,2,,860108531407.0,-25.058151245117188,-8.556854248046875,143.0137481689453,153.79586791992188,5.6210479736328125,3,1,0.0,-0.1448128986034474,-0.1965358689089373,1.5851209537224187,1.830876986473989
13146,420667523,,2,,860108539739.0,-25.806411743164062,-7.704742431640625,139.03146362304688,154.5120391845703,-1.0,3,1,0.0,-0.17140760459155832,-0.16797761871798303,1.3845732694433288,1.8700802578482674
13147,420675857,,2,,860108548073.0,-26.179489135742188,-13.765029907226562,138.420654296875,152.68849182128906,-1.0,3,1,0.0,-0.18466753691769952,-0.3710861810271072,1.3538129371546666,1.7702591317079193
13148,420692521,,2,,860108564737.0,-26.025833129882812,-13.363311767578125,138.3357391357422,149.133544921875,-1.0,3,1,0.0,-0.17920628871629904,-0.3576227283235535,1.3495366131679962,1.5756610587353994
